#==============================================================================
# **** DEFAULT tracerinfo.dat FILE, BASED ON NOx-Ox-HC-Aerosol SIMULATION ****
#
# This file contains name weight and index information about GEOS-CHEM
# tracers.  It is read by routine "ctm_tracerinfo.pro" of the GAMAP package.
#
# File Format:
# -----------------------------------------------------------------------------
# NAME     (A8   )  Tracer name (up to 8 chars)
#  --      (1X   )  1-character spacer
# FULLNAME (A30  )  Full tracer name (up to 30 chars)
# MOLWT    (E10.0)  Molecular weight (kg/mole)
# C        (I3   )  For HC's: # moles C/moles tracer; otherwise set=1
# TRACER   (I9   )  Tracer number (up to 9 digits)
# SCALE    (E10.3)  Standard scale factor to convert to unit given below
#  --      (1X   )  1-character spacer
# UNIT     (A40  )  Unit string
#
# Notes:
# -----------------------------------------------------------------------------
# (1) Comment lines begin with "#".  
# (2) If you want to total NOx in Tg N, then list a molecular weight of NOx 
#      of 14e-3 in the lines pertaining to NOx below.
# (3) GEOS-CHEM can now write out customized tracerinfo.dat files, so this
#      "default" file no longer contains tracers for offline chemistry runs.
# (4) ND67 diagnostic quantities now match what is saved out from the
#      GEOS-Chem diagnostic. (bmy, 10/13/09)
# (5) Added MODIS and AVHRR categories (bmy, 2/22/10)
# (6) Updated for MERRA met fields (bmy, 8/4/10)
# (7) Added more MERRA met fields (e.g. SEAICE*) (bmy, 8/17/10)
#  12 Jan 2012 - R. Yantosca - Added GEOS-5.7.2 met fields
#  30 Jan 2012 - R. Yantosca - Added GFED3 dry matter categories
#  17 Apr 2012 - R. Yantosca - Added OLSON variable under LAND-MAP category
#  02 Jan 2013 - R. Yantosca - Added CHLO-A-$ diagnostic w/ offset 8300
#  08 Jan 2014 - M. Sulprizio- Restored diagnostics for reading data files
#                              with offsets 100000-115000
#  10 Jan 2014 - R. Yantosca - Bug fix, make sure columns line up properly
#  24 Jan 2014 - R. Yantosca - Also make sure units are more COARDS-compliant
#==============================================================================
# GEOS-CHEM tracers [ppbv]
#==============================================================================
DST2     DST2 tracer                    2.900E-02  1       39 1.000E+09 ppbv
DST3     DST3 tracer                    2.900E-02  1       40 1.000E+09 ppbv
DST4     DST4 tracer                    2.900E-02  1       41 1.000E+09 ppbv
SALA     SALA tracer                    3.140E-02  1       42 1.000E+09 ppbv
SALC     SALC tracer                    3.140E-02  1       43 1.000E+09 ppbv
Br2      Br2 tracer                     1.600E-01  1       44 1.000E+09 ppbv
Br       Br tracer                      8.000E-02  1       45 1.000E+09 ppbv
BrO      BrO tracer                     9.600E-02  1       46 1.000E+09 ppbv
HOBr     HOBr tracer                    9.700E-02  1       47 1.000E+09 ppbv
HBr      HBr tracer                     8.100E-02  1       48 1.000E+09 ppbv
BrNO2    BrNO2 tracer                   1.260E-01  1       49 1.000E+09 ppbv
BrNO3    BrNO3 tracer                   1.420E-01  1       50 1.000E+09 ppbv
CHBr3    CHBr3 tracer                   2.530E-01  1       51 1.000E+09 ppbv
CH2Br2   CH2Br2 tracer                  1.740E-01  1       52 1.000E+09 ppbv
CH3Br    CH3Br tracer                   9.500E-02  1       53 1.000E+09 ppbv
MPN      MPN tracer                     9.300E-02  1       54 1.000E+09 ppbv
ISOPN    ISOPN tracer                   1.470E-01  1       55 1.000E+09 ppbv
MOBA     MOBA tracer                    1.140E-01  1       56 1.000E+09 ppbv
PROPNN   PROPNN tracer                  1.090E-01  1       57 1.000E+09 ppbv
HAC      HAC tracer                     7.400E-02  1       58 1.000E+09 ppbv
GLYC     GLYC tracer                    6.000E-02  1       59 1.000E+09 ppbv
MMN      MMN tracer                     1.490E-01  1       60 1.000E+09 ppbv
RIP      RIP tracer                     1.180E-01  1       61 1.000E+09 ppbv
IEPOX    IEPOX tracer                   1.180E-01  1       62 1.000E+09 ppbv
MAP      MAP tracer                     7.600E-02  1       63 1.000E+09 ppbv
NO2      NO2 tracer                     4.600E-02  1       64 1.000E+09 ppbv
NO3      NO3 tracer                     6.200E-02  1       65 1.000E+09 ppbv
HNO2     HNO2 tracer                    4.700E-02  1       66 1.000E+09 ppbv
#==============================================================================
# GEOS-CHEM tracers [cm-2 s-1]
#==============================================================================
NO       NO tracer                      3.000E-02  1     1001 1.000E+00 cm-2 s-1
O3       O3 tracer                      4.800E-02  1     1002 1.000E+00 cm-2 s-1
PAN      PAN tracer                     1.210E-01  1     1003 1.000E+00 cm-2 s-1
CO       CO tracer                      2.800E-02  1     1004 1.000E+00 cm-2 s-1
ALK4     ALK4 tracer                    1.200E-02  4     1005 1.000E+00 atoms C cm-2 s-1
ISOP     ISOP tracer                    1.200E-02  5     1006 1.000E+00 atoms C cm-2 s-1
HNO3     HNO3 tracer                    6.300E-02  1     1007 1.000E+00 cm-2 s-1
H2O2     H2O2 tracer                    3.400E-02  1     1008 1.000E+00 cm-2 s-1
ACET     ACET tracer                    1.200E-02  3     1009 1.000E+00 atoms C cm-2 s-1
MEK      MEK tracer                     1.200E-02  4     1010 1.000E+00 atoms C cm-2 s-1
ALD2     ALD2 tracer                    1.200E-02  2     1011 1.000E+00 atoms C cm-2 s-1
RCHO     RCHO tracer                    5.800E-02  1     1012 1.000E+00 cm-2 s-1
MVK      MVK tracer                     7.000E-02  1     1013 1.000E+00 cm-2 s-1
MACR     MACR tracer                    7.000E-02  1     1014 1.000E+00 cm-2 s-1
PMN      PMN tracer                     1.470E-01  1     1015 1.000E+00 cm-2 s-1
PPN      PPN tracer                     1.350E-01  1     1016 1.000E+00 cm-2 s-1
R4N2     R4N2 tracer                    1.190E-01  1     1017 1.000E+00 cm-2 s-1
PRPE     PRPE tracer                    1.200E-02  3     1018 1.000E+00 atoms C cm-2 s-1
C3H8     C3H8 tracer                    1.200E-02  3     1019 1.000E+00 atoms C cm-2 s-1
CH2O     CH2O tracer                    3.000E-02  1     1020 1.000E+00 cm-2 s-1
C2H6     C2H6 tracer                    1.200E-02  2     1021 1.000E+00 atoms C cm-2 s-1
N2O5     N2O5 tracer                    1.050E-01  1     1022 1.000E+00 cm-2 s-1
HNO4     HNO4 tracer                    7.900E-02  1     1023 1.000E+00 cm-2 s-1
MP       MP tracer                      4.800E-02  1     1024 1.000E+00 cm-2 s-1
DMS      DMS tracer                     6.200E-02  1     1025 1.000E+00 cm-2 s-1
SO2      SO2 tracer                     6.400E-02  1     1026 1.000E+00 cm-2 s-1
SO4      SO4 tracer                     9.600E-02  1     1027 1.000E+00 cm-2 s-1
SO4s     SO4s tracer                    9.600E-02  1     1028 1.000E+00 cm-2 s-1
MSA      MSA tracer                     9.600E-02  1     1029 1.000E+00 cm-2 s-1
NH3      NH3 tracer                     1.700E-02  1     1030 1.000E+00 cm-2 s-1
NH4      NH4 tracer                     1.800E-02  1     1031 1.000E+00 cm-2 s-1
NIT      NIT tracer                     6.200E-02  1     1032 1.000E+00 cm-2 s-1
NITs     NITs tracer                    6.200E-02  1     1033 1.000E+00 cm-2 s-1
BCPI     BCPI tracer                    1.200E-02  1     1034 1.000E+00 cm-2 s-1
OCPI     OCPI tracer                    1.200E-02  1     1035 1.000E+00 cm-2 s-1
BCPO     BCPO tracer                    1.200E-02  1     1036 1.000E+00 cm-2 s-1
OCPO     OCPO tracer                    1.200E-02  1     1037 1.000E+00 cm-2 s-1
DST1     DST1 tracer                    2.900E-02  1     1038 1.000E+00 cm-2 s-1
DST2     DST2 tracer                    2.900E-02  1     1039 1.000E+00 cm-2 s-1
DST3     DST3 tracer                    2.900E-02  1     1040 1.000E+00 cm-2 s-1
DST4     DST4 tracer                    2.900E-02  1     1041 1.000E+00 cm-2 s-1
SALA     SALA tracer                    3.140E-02  1     1042 1.000E+00 cm-2 s-1
SALC     SALC tracer                    3.140E-02  1     1043 1.000E+00 cm-2 s-1
Br2      Br2 tracer                     1.600E-01  1     1044 1.000E+00 cm-2 s-1
Br       Br tracer                      8.000E-02  1     1045 1.000E+00 cm-2 s-1
BrO      BrO tracer                     9.600E-02  1     1046 1.000E+00 cm-2 s-1
HOBr     HOBr tracer                    9.700E-02  1     1047 1.000E+00 cm-2 s-1
HBr      HBr tracer                     8.100E-02  1     1048 1.000E+00 cm-2 s-1
BrNO2    BrNO2 tracer                   1.260E-01  1     1049 1.000E+00 cm-2 s-1
BrNO3    BrNO3 tracer                   1.420E-01  1     1050 1.000E+00 cm-2 s-1
CHBr3    CHBr3 tracer                   2.530E-01  1     1051 1.000E+00 cm-2 s-1
CH2Br2   CH2Br2 tracer                  1.740E-01  1     1052 1.000E+00 cm-2 s-1
CH3Br    CH3Br tracer                   9.500E-02  1     1053 1.000E+00 cm-2 s-1
MPN      MPN tracer                     9.300E-02  1     1054 1.000E+00 cm-2 s-1
ISOPN    ISOPN tracer                   1.470E-01  1     1055 1.000E+00 cm-2 s-1
MOBA     MOBA tracer                    1.140E-01  1     1056 1.000E+00 cm-2 s-1
PROPNN   PROPNN tracer                  1.090E-01  1     1057 1.000E+00 cm-2 s-1
HAC      HAC tracer                     7.400E-02  1     1058 1.000E+00 cm-2 s-1
GLYC     GLYC tracer                    6.000E-02  1     1059 1.000E+00 cm-2 s-1
MMN      MMN tracer                     1.490E-01  1     1060 1.000E+00 cm-2 s-1
RIP      RIP tracer                     1.180E-01  1     1061 1.000E+00 cm-2 s-1
IEPOX    IEPOX tracer                   1.180E-01  1     1062 1.000E+00 cm-2 s-1
MAP      MAP tracer                     7.600E-02  1     1063 1.000E+00 cm-2 s-1
NO2      NO2 tracer                     4.600E-02  1     1064 1.000E+00 cm-2 s-1
NO3      NO3 tracer                     6.200E-02  1     1065 1.000E+00 cm-2 s-1
HNO2     HNO2 tracer                    4.700E-02  1     1066 1.000E+00 cm-2 s-1
#==============================================================================
# GEOS-CHEM tracers [cm-2]
#==============================================================================
NO       NO tracer                      3.000E-02  1     2001 1.000E+00 cm-2
O3       O3 tracer                      4.800E-02  1     2002 1.000E+00 cm-2
PAN      PAN tracer                     1.210E-01  1     2003 1.000E+00 cm-2
CO       CO tracer                      2.800E-02  1     2004 1.000E+00 cm-2
ALK4     ALK4 tracer                    1.200E-02  4     2005 1.000E+00 atoms C/cm2
ISOP     ISOP tracer                    1.200E-02  5     2006 1.000E+00 atoms C/cm2
HNO3     HNO3 tracer                    6.300E-02  1     2007 1.000E+00 cm-2
H2O2     H2O2 tracer                    3.400E-02  1     2008 1.000E+00 cm-2
ACET     ACET tracer                    1.200E-02  3     2009 1.000E+00 atoms C/cm2
MEK      MEK tracer                     1.200E-02  4     2010 1.000E+00 atoms C/cm2
ALD2     ALD2 tracer                    1.200E-02  2     2011 1.000E+00 atoms C/cm2
RCHO     RCHO tracer                    5.800E-02  1     2012 1.000E+00 cm-2
MVK      MVK tracer                     7.000E-02  1     2013 1.000E+00 cm-2
MACR     MACR tracer                    7.000E-02  1     2014 1.000E+00 cm-2
PMN      PMN tracer                     1.470E-01  1     2015 1.000E+00 cm-2
PPN      PPN tracer                     1.350E-01  1     2016 1.000E+00 cm-2
R4N2     R4N2 tracer                    1.190E-01  1     2017 1.000E+00 cm-2
PRPE     PRPE tracer                    1.200E-02  3     2018 1.000E+00 atoms C/cm2
C3H8     C3H8 tracer                    1.200E-02  3     2019 1.000E+00 atoms C/cm2
CH2O     CH2O tracer                    3.000E-02  1     2020 1.000E+00 cm-2
C2H6     C2H6 tracer                    1.200E-02  2     2021 1.000E+00 atoms C/cm2
N2O5     N2O5 tracer                    1.050E-01  1     2022 1.000E+00 cm-2
HNO4     HNO4 tracer                    7.900E-02  1     2023 1.000E+00 cm-2
MP       MP tracer                      4.800E-02  1     2024 1.000E+00 cm-2
DMS      DMS tracer                     6.200E-02  1     2025 1.000E+00 cm-2
SO2      SO2 tracer                     6.400E-02  1     2026 1.000E+00 cm-2
SO4      SO4 tracer                     9.600E-02  1     2027 1.000E+00 cm-2
SO4s     SO4s tracer                    9.600E-02  1     2028 1.000E+00 cm-2
MSA      MSA tracer                     9.600E-02  1     2029 1.000E+00 cm-2
NH3      NH3 tracer                     1.700E-02  1     2030 1.000E+00 cm-2
NH4      NH4 tracer                     1.800E-02  1     2031 1.000E+00 cm-2
NIT      NIT tracer                     6.200E-02  1     2032 1.000E+00 cm-2
NITs     NITs tracer                    6.200E-02  1     2033 1.000E+00 cm-2
BCPI     BCPI tracer                    1.200E-02  1     2034 1.000E+00 cm-2
OCPI     OCPI tracer                    1.200E-02  1     2035 1.000E+00 cm-2
BCPO     BCPO tracer                    1.200E-02  1     2036 1.000E+00 cm-2
OCPO     OCPO tracer                    1.200E-02  1     2037 1.000E+00 cm-2
DST1     DST1 tracer                    2.900E-02  1     2038 1.000E+00 cm-2
DST2     DST2 tracer                    2.900E-02  1     2039 1.000E+00 cm-2
DST3     DST3 tracer                    2.900E-02  1     2040 1.000E+00 cm-2
DST4     DST4 tracer                    2.900E-02  1     2041 1.000E+00 cm-2
SALA     SALA tracer                    3.140E-02  1     2042 1.000E+00 cm-2
SALC     SALC tracer                    3.140E-02  1     2043 1.000E+00 cm-2
Br2      Br2 tracer                     1.600E-01  1     2044 1.000E+00 cm-2
Br       Br tracer                      8.000E-02  1     2045 1.000E+00 cm-2
BrO      BrO tracer                     9.600E-02  1     2046 1.000E+00 cm-2
HOBr     HOBr tracer                    9.700E-02  1     2047 1.000E+00 cm-2
HBr      HBr tracer                     8.100E-02  1     2048 1.000E+00 cm-2
BrNO2    BrNO2 tracer                   1.260E-01  1     2049 1.000E+00 cm-2
BrNO3    BrNO3 tracer                   1.420E-01  1     2050 1.000E+00 cm-2
CHBr3    CHBr3 tracer                   2.530E-01  1     2051 1.000E+00 cm-2
CH2Br2   CH2Br2 tracer                  1.740E-01  1     2052 1.000E+00 cm-2
CH3Br    CH3Br tracer                   9.500E-02  1     2053 1.000E+00 cm-2
MPN      MPN tracer                     9.300E-02  1     2054 1.000E+00 cm-2
ISOPN    ISOPN tracer                   1.470E-01  1     2055 1.000E+00 cm-2
MOBA     MOBA tracer                    1.140E-01  1     2056 1.000E+00 cm-2
PROPNN   PROPNN tracer                  1.090E-01  1     2057 1.000E+00 cm-2
HAC      HAC tracer                     7.400E-02  1     2058 1.000E+00 cm-2
GLYC     GLYC tracer                    6.000E-02  1     2059 1.000E+00 cm-2
MMN      MMN tracer                     1.490E-01  1     2060 1.000E+00 cm-2
RIP      RIP tracer                     1.180E-01  1     2061 1.000E+00 cm-2
IEPOX    IEPOX tracer                   1.180E-01  1     2062 1.000E+00 cm-2
MAP      MAP tracer                     7.600E-02  1     2063 1.000E+00 cm-2
NO2      NO2 tracer                     4.600E-02  1     2064 1.000E+00 cm-2
NO3      NO3 tracer                     6.200E-02  1     2065 1.000E+00 cm-2
HNO2     HNO2 tracer                    4.700E-02  1     2066 1.000E+00 cm-2
#==============================================================================
# GEOS-CHEM tracers [kg s-1]
#==============================================================================
NO       NO tracer                      3.000E-02  1     3001 1.000E+00 kg s-1
O3       O3 tracer                      4.800E-02  1     3002 1.000E+00 kg s-1
PAN      PAN tracer                     1.210E-01  1     3003 1.000E+00 kg s-1
CO       CO tracer                      2.800E-02  1     3004 1.000E+00 kg s-1
ALK4     ALK4 tracer                    1.200E-02  4     3005 1.000E+00 kg C s-1
ISOP     ISOP tracer                    1.200E-02  5     3006 1.000E+00 kg C s-1
HNO3     HNO3 tracer                    6.300E-02  1     3007 1.000E+00 kg s-1
H2O2     H2O2 tracer                    3.400E-02  1     3008 1.000E+00 kg s-1
ACET     ACET tracer                    1.200E-02  3     3009 1.000E+00 kg C s-1
MEK      MEK tracer                     1.200E-02  4     3010 1.000E+00 kg C s-1
ALD2     ALD2 tracer                    1.200E-02  2     3011 1.000E+00 kg C s-1
RCHO     RCHO tracer                    5.800E-02  1     3012 1.000E+00 kg s-1
MVK      MVK tracer                     7.000E-02  1     3013 1.000E+00 kg s-1
MACR     MACR tracer                    7.000E-02  1     3014 1.000E+00 kg s-1
PMN      PMN tracer                     1.470E-01  1     3015 1.000E+00 kg s-1
PPN      PPN tracer                     1.350E-01  1     3016 1.000E+00 kg s-1
R4N2     R4N2 tracer                    1.190E-01  1     3017 1.000E+00 kg s-1
PRPE     PRPE tracer                    1.200E-02  3     3018 1.000E+00 kg C s-1
C3H8     C3H8 tracer                    1.200E-02  3     3019 1.000E+00 kg C s-1
CH2O     CH2O tracer                    3.000E-02  1     3020 1.000E+00 kg s-1
C2H6     C2H6 tracer                    1.200E-02  2     3021 1.000E+00 kg C s-1
N2O5     N2O5 tracer                    1.050E-01  1     3022 1.000E+00 kg s-1
HNO4     HNO4 tracer                    7.900E-02  1     3023 1.000E+00 kg s-1
MP       MP tracer                      4.800E-02  1     3024 1.000E+00 kg s-1
DMS      DMS tracer                     6.200E-02  1     3025 1.000E+00 kg s-1
SO2      SO2 tracer                     6.400E-02  1     3026 1.000E+00 kg s-1
SO4      SO4 tracer                     9.600E-02  1     3027 1.000E+00 kg s-1
SO4s     SO4s tracer                    9.600E-02  1     3028 1.000E+00 kg s-1
MSA      MSA tracer                     9.600E-02  1     3029 1.000E+00 kg s-1
NH3      NH3 tracer                     1.700E-02  1     3030 1.000E+00 kg s-1
NH4      NH4 tracer                     1.800E-02  1     3031 1.000E+00 kg s-1
NIT      NIT tracer                     6.200E-02  1     3032 1.000E+00 kg s-1
NITs     NITs tracer                    6.200E-02  1     3033 1.000E+00 kg s-1
BCPI     BCPI tracer                    1.200E-02  1     3034 1.000E+00 kg s-1
OCPI     OCPI tracer                    1.200E-02  1     3035 1.000E+00 kg s-1
BCPO     BCPO tracer                    1.200E-02  1     3036 1.000E+00 kg s-1
OCPO     OCPO tracer                    1.200E-02  1     3037 1.000E+00 kg s-1
DST1     DST1 tracer                    2.900E-02  1     3038 1.000E+00 kg s-1
DST2     DST2 tracer                    2.900E-02  1     3039 1.000E+00 kg s-1
DST3     DST3 tracer                    2.900E-02  1     3040 1.000E+00 kg s-1
DST4     DST4 tracer                    2.900E-02  1     3041 1.000E+00 kg s-1
SALA     SALA tracer                    3.140E-02  1     3042 1.000E+00 kg s-1
SALC     SALC tracer                    3.140E-02  1     3043 1.000E+00 kg s-1
Br2      Br2 tracer                     1.600E-01  1     3044 1.000E+00 kg s-1
Br       Br tracer                      8.000E-02  1     3045 1.000E+00 kg s-1
BrO      BrO tracer                     9.600E-02  1     3046 1.000E+00 kg s-1
HOBr     HOBr tracer                    9.700E-02  1     3047 1.000E+00 kg s-1
HBr      HBr tracer                     8.100E-02  1     3048 1.000E+00 kg s-1
BrNO2    BrNO2 tracer                   1.260E-01  1     3049 1.000E+00 kg s-1
BrNO3    BrNO3 tracer                   1.420E-01  1     3050 1.000E+00 kg s-1
CHBr3    CHBr3 tracer                   2.530E-01  1     3051 1.000E+00 kg s-1
CH2Br2   CH2Br2 tracer                  1.740E-01  1     3052 1.000E+00 kg s-1
CH3Br    CH3Br tracer                   9.500E-02  1     3053 1.000E+00 kg s-1
MPN      MPN tracer                     9.300E-02  1     3054 1.000E+00 kg s-1
ISOPN    ISOPN tracer                   1.470E-01  1     3055 1.000E+00 kg s-1
MOBA     MOBA tracer                    1.140E-01  1     3056 1.000E+00 kg s-1
PROPNN   PROPNN tracer                  1.090E-01  1     3057 1.000E+00 kg s-1
HAC      HAC tracer                     7.400E-02  1     3058 1.000E+00 kg s-1
GLYC     GLYC tracer                    6.000E-02  1     3059 1.000E+00 kg s-1
MMN      MMN tracer                     1.490E-01  1     3060 1.000E+00 kg s-1
RIP      RIP tracer                     1.180E-01  1     3061 1.000E+00 kg s-1
IEPOX    IEPOX tracer                   1.180E-01  1     3062 1.000E+00 kg s-1
MAP      MAP tracer                     7.600E-02  1     3063 1.000E+00 kg s-1
NO2      NO2 tracer                     4.600E-02  1     3064 1.000E+00 kg s-1
NO3      NO3 tracer                     6.200E-02  1     3065 1.000E+00 kg s-1
HNO2     HNO2 tracer                    4.700E-02  1     3066 1.000E+00 kg s-1
#==============================================================================
# GEOS-CHEM tracers [kg]
#==============================================================================
NO       NO tracer                      3.000E-02  1     4001 1.000E+00 kg
O3       O3 tracer                      4.800E-02  1     4002 1.000E+00 kg
PAN      PAN tracer                     1.210E-01  1     4003 1.000E+00 kg
CO       CO tracer                      2.800E-02  1     4004 1.000E+00 kg
ALK4     ALK4 tracer                    1.200E-02  4     4005 1.000E+00 kg C
ISOP     ISOP tracer                    1.200E-02  5     4006 1.000E+00 kg C
HNO3     HNO3 tracer                    6.300E-02  1     4007 1.000E+00 kg
H2O2     H2O2 tracer                    3.400E-02  1     4008 1.000E+00 kg
ACET     ACET tracer                    1.200E-02  3     4009 1.000E+00 kg C
MEK      MEK tracer                     1.200E-02  4     4010 1.000E+00 kg C
ALD2     ALD2 tracer                    1.200E-02  2     4011 1.000E+00 kg C
RCHO     RCHO tracer                    5.800E-02  1     4012 1.000E+00 kg
MVK      MVK tracer                     7.000E-02  1     4013 1.000E+00 kg
MACR     MACR tracer                    7.000E-02  1     4014 1.000E+00 kg
PMN      PMN tracer                     1.470E-01  1     4015 1.000E+00 kg
PPN      PPN tracer                     1.350E-01  1     4016 1.000E+00 kg
R4N2     R4N2 tracer                    1.190E-01  1     4017 1.000E+00 kg
PRPE     PRPE tracer                    1.200E-02  3     4018 1.000E+00 kg C
C3H8     C3H8 tracer                    1.200E-02  3     4019 1.000E+00 kg C
CH2O     CH2O tracer                    3.000E-02  1     4020 1.000E+00 kg
C2H6     C2H6 tracer                    1.200E-02  2     4021 1.000E+00 kg C
N2O5     N2O5 tracer                    1.050E-01  1     4022 1.000E+00 kg
HNO4     HNO4 tracer                    7.900E-02  1     4023 1.000E+00 kg
MP       MP tracer                      4.800E-02  1     4024 1.000E+00 kg
DMS      DMS tracer                     6.200E-02  1     4025 1.000E+00 kg
SO2      SO2 tracer                     6.400E-02  1     4026 1.000E+00 kg
SO4      SO4 tracer                     9.600E-02  1     4027 1.000E+00 kg
SO4s     SO4s tracer                    9.600E-02  1     4028 1.000E+00 kg
MSA      MSA tracer                     9.600E-02  1     4029 1.000E+00 kg
NH3      NH3 tracer                     1.700E-02  1     4030 1.000E+00 kg
NH4      NH4 tracer                     1.800E-02  1     4031 1.000E+00 kg
NIT      NIT tracer                     6.200E-02  1     4032 1.000E+00 kg
NITs     NITs tracer                    6.200E-02  1     4033 1.000E+00 kg
BCPI     BCPI tracer                    1.200E-02  1     4034 1.000E+00 kg
OCPI     OCPI tracer                    1.200E-02  1     4035 1.000E+00 kg
BCPO     BCPO tracer                    1.200E-02  1     4036 1.000E+00 kg
OCPO     OCPO tracer                    1.200E-02  1     4037 1.000E+00 kg
DST1     DST1 tracer                    2.900E-02  1     4038 1.000E+00 kg
DST2     DST2 tracer                    2.900E-02  1     4039 1.000E+00 kg
DST3     DST3 tracer                    2.900E-02  1     4040 1.000E+00 kg
DST4     DST4 tracer                    2.900E-02  1     4041 1.000E+00 kg
SALA     SALA tracer                    3.140E-02  1     4042 1.000E+00 kg
SALC     SALC tracer                    3.140E-02  1     4043 1.000E+00 kg
Br2      Br2 tracer                     1.600E-01  1     4044 1.000E+00 kg
Br       Br tracer                      8.000E-02  1     4045 1.000E+00 kg
BrO      BrO tracer                     9.600E-02  1     4046 1.000E+00 kg
HOBr     HOBr tracer                    9.700E-02  1     4047 1.000E+00 kg
